,text
8641,"RT @Techglares: #Zomato Offer :

50% Off Upto Rs.100

Code : FAV50 

Working for All.

Pls RT and Share."
8642,"RT @Techglares: #Zomato Offer :

50% Off Upto Rs.100

Code : FAV50 

Working for All.

Pls RT and Share."
8643,"@foodpandaIndia It has been 1.5 hours and the problem has not been solved yet!
If you have just decided to ignore c… https://t.co/IE7MmQdzq3"
8644,"RT @Techglares: #Zomato Offer :

50% Off Upto Rs.100

Code : FAV50 

Working for All.

Pls RT and Share."
8645,@ZomatoIN  Team is this a double chicken subway. Really sad to have this kind of service. And worst part is when I… https://t.co/ycCZjkvYtJ
8646,"RT @PavaniTej: @Techglares Zomato fav50, biryani50...FP Crave60, breakfast all r working.....do festival 😄💃💃"
8647,"RT @Techglares: #FoodPanda Offer : 

60% Off Upto Rs.100

Code - CRAVE60

Pls let us know if it’s working.

Pls RT and Share."
8648,"@abhilashsnair @UberEats_IND Uber, zomato etc charge commission from restaurants for posting and per order. Restaur… https://t.co/XUDpsUucn6"
8649,"RT @Techglares: #FoodPanda Offer : 

60% Off Upto Rs.100

Code - CRAVE60

Pls let us know if it’s working.

Pls RT and Share."
8650,"Let's eat Pizza Hut  Super September Deal 
@FoodPandapk @pizzahut
 .
.
#SuperSeptemberDeals #Foodpanda #Fariha_shkh… https://t.co/j3I7nucQdy"
8651,"RT @Techglares: #Zomato Offer :

50% Off Upto Rs.100

Code : FAV50 

Working for All.

Pls RT and Share."
8652,@ZomatoIN please suggest what should I do. Should I delete zomato and turn to swiggy or other apps.
8653,@zomatocare But I am taking this up with the consumer forum for Zomato’s representatives are forcefully being intru… https://t.co/6RDzSH97pL
8654,インド版食べログのZomato。便利で使いやすい。メニューの写真がバシッと載ってるのも、店入る前にオーダー考えられて安心。#Zomato #カフェ探すとき便利 #オークランド https://t.co/U1RNgMR5Jd
8655,"RT @offerlootforyou: #offerslootforyou 

#Zomato Offer :

50% Off Upto Rs.100

Code : FAV50 

Working for All.

Pls like and RT"
8656,"RT @offerlootforyou: #offerslootforyou
#Foodpanda

60% Off Upto Rs.100

Code - CRAVE60

Pls RT and Share."
8657,"RT @offerlootforyou: #offerslootforyou 

#Foodpanda : Get Flat Rs 150 Off On Minimum order of 200

Use Promo Code BREAKFAST

Pls like and RT"
8658,@swiggy_in @SwiggyCares @the_frenchloaf i did prepaid order of 4 pasteries. As only 3 were available they replaced… https://t.co/LdPjNUFaWM
8659,"RT @Techglares: #FoodPanda Offer : 

60% Off Upto Rs.100

Code - CRAVE60

Pls let us know if it’s working.

Pls RT and Share."
8660,@AffairPunjabi You have the WORST service delivery. I ordered my lunch on @swiggy_in over 90 mins back and my order… https://t.co/kuUBH4samO
8661,"RT @PavaniTej: @Techglares Zomato fav50, biryani50...FP Crave60, breakfast all r working.....do festival 😄💃💃"
8662,RT @TarakAbimani: foodpanda - BREAKFAST - 150/- https://t.co/xnI37qJDKg
8663,"Bondi ＆ Bourke

ランチが美味しかったので休日モーニングへ♪
パンケーキはチョコとシロップを別にしてもらって息子用に。
オムレツが分厚くて、チーズもキノコも美味しかった！
ここはインスタが本当にキレイで食べたいメニュ… https://t.co/7pQNjlfmLr"
8664,@sleepyhead148 @arjun_singh1891 @ZomatoIN @Zomato @deepigoyal @TheKenWeb @factordaily @medianama Agreed that it may… https://t.co/kTWTbHhVtI
8665,"RT @Techglares: #Zomato Offer :

50% Off Upto Rs.100

Code : FAV50 

Working for All.

Pls RT and Share."
8666,@ZomatoIN @zomatocare @zomato awaiting your revert.
8667,"@ashvatthaama Bhai in video se bachne ke liye musically pe ni gaya kabhi
Tu to zomato bn kr yha le aya"
8668,"RT @KfcTezos: We are here with a good news folks! KFC is now open till 4am and delivering. We think it’s time to delete Uber eats, Zomato a…"
8669,"Absolutely agree with this petition and Zomato's highly dubious business practices

@ZomatoGold @ZomatoIN… https://t.co/qYQidjcbf0"
8670,"RT @PavaniTej: @Techglares Zomato fav50, biryani50...FP Crave60, breakfast all r working.....do festival 😄💃💃"
8671,RT @PushkarJha77: Just gave Captain's Resto Bar a 4/5 rating on @Zomato #LoveFood https://t.co/VlVPSX2U53
8672,"@SwiggyCares 
Order pizza from the chocolate room but the quality of pizza is worst via swiggy whereas at the resta… https://t.co/zQhZ6LUtnF"
8673,@foodpandaIndia And lastly what received call from restaurant that they don't have that much quantity and asked me… https://t.co/P9MXsxmx80
8674,RT @mustlikeit: @foodpandaIndia And lastly what received call from restaurant that they don't have that much quantity and asked me to cance…
8675,@Kdhiraj007 kindly share the bank account statement from the date of the transaction till that day with us at custo… https://t.co/3pncuLPDrz
8676,@SwiggyCares @swiggy_in have done it before ur call center people are quite worthless at solving these issues. U gu… https://t.co/b2STwKubQN
8677,Lunch with @Techglares ...Happy Sunday 🤗
8678,@zomatocare @Zomato @ZomatoIN What is the update @Zomato @zomatocare  @ZomatoIN
8679,"RT @Techglares: #FoodPanda Offer : 

60% Off Upto Rs.100

Code - CRAVE60

Pls let us know if it’s working.

Pls RT and Share."
8680,@Techglares Snacks50 also working zomato
8681,"Love our pizzas ? We got more special items for you to try!
Order now
Zomato : https://t.co/stN4oJZwcL
Uber Eats:… https://t.co/1mjRPtyqey"
8682,No revert.Spoiled cake delivered by swiggy is still lying with me.but no body is bothered.
8683,"@foodpandaIndia You guys should change handle name to Foodpanda India Apologies. Because that’s all what you do here, right?"
8684,"RT @PavaniTej: @Techglares Zomato fav50, biryani50...FP Crave60, breakfast all r working.....do festival 😄💃💃"
8685,"In Zomato,Mostly,I am not getting my food on time.Todays images are here.
sir please check attached 2 images, first… https://t.co/K26RmkzMZA"
8686,"#foodpanda if you can't fulfill your orders then why do even take orders. 
Uninstall this shitty app.… https://t.co/PTDjCt4xCY"
8687,"@foodpandaIndia If you are not able to serve better...Why are you promoting this 9/- Rs offer...
#Fraud It's time t… https://t.co/483ZoZmdTN"
8688,"RT @Techglares: #Zomato Offer :

50% Off Upto Rs.100

Code : FAV50 

Working for All.

Pls RT and Share."
8689,Travel-booking site #Ctrip is likely to invest $100 mn into food-tech platform #Zomato. The funding round is likely… https://t.co/qrqpPbFdVX
8690,"@kr_Asheesh_ @deepigoyal @Zomato Hi Asheesh,, apologies for the hassle over here. We are getting this checked and w… https://t.co/phL9E4aam9"
8691,order makanan from foodpanda just to receive an email saying order cancelled
8692,@join2manish @nivedithg @MudraKeswani @MisterTikku @FoodBloggerAI @TheBigFatShetty Hahaha onion news but yes this h… https://t.co/m5gPLfbQCz
8693,"RT @whizzo_co: Follow us @whizzo_co
#9999016406
.
.
#foodlover #foodloverofinstagram #foodloverunite #diet #dietchart #dietplan #foodie #fo…"
8694,Ekada Amma food @Zomato https://t.co/Nw4bshGqTt
8695,@YAMuthreja @Bourbon_Naxal @ZomatoIN @zomatocare @deepigoyal Zomato se Potato ka bhi Sahara nahi raha!
8696,"@RamCharan4Life @Techglares Oh my fanaskay ..fb,swiggy,zomo lo inni petukoni akada ichava rich I say"
8697,@amnaresh_ht @Zomato Ha ha ha ha ha ha ha food ki lungi lepadam enduku lady delivery na enti
8698,@Zomato you guys offering 50% off one online order but I can't seem to find the apply box on checkout page!
8699,@iMademoiselle @Zomato Almost all hood restaurents are gone
8700,"@psthechosenone @Zomato Hi Pratik, we are here to help you out with this. Kindly DM us your contact number so that… https://t.co/UIUjwYRl8j"
8701,@RamCharan4Life @Zomato Starving ..lady vachina kedi vachina aaagedhi ledhu
8702,@foodpandaIndia Unable to apply any discount code???????? What is wrong with foodpanda now a days?
8703,@Zomato .. extremely poor service.. the rider phone us not reachable and they have cancelled my order
8704,"@ZomatoIN I am very disappointed with Zomato Service, i was just viewing the app &amp; order was being placed by mistak… https://t.co/FFiLA8nK8M"
8705,"I have got wrong item in order and when I contacted @zomatocare support they don’t respond, for the same order they… https://t.co/NXfMOnh4P5"
8706,Follow my food journey on @Zomato! — https://t.co/GFYAu3nXgS
8707,"Wingstop still don’t fucking deliver to my house, fuck u foodpanda"
8708,"Let your heart follow us here as we have something Special for everyone at Light House Cafe Mumbai

#LHC #Worli… https://t.co/qVQlAqBB3q"
8709,@MeowMee_ @Zomato Tracking isthadu em laabam .. being prepared thapa em update kadhu
8710,"@chaudharym05 @Zomato Hi Monu, apologies for the mess. Kindly share your order details and we shall get this checked ASAP!
-AM"
8711,"Enjoy your #lunch at Ananda Bhavan Dubai

Visit us @ Lake Terrace Tower, Cluster D, JLT

Order via Zomato/Talabat a… https://t.co/FpUiGdjiHS"
8712,For the sake of proof #zomatodontcarecustomers @ZomatoIN @zomatocare @Zomato https://t.co/bmze72qCkH
8713,"RT @uaeanandabhavan: Enjoy your #lunch at Ananda Bhavan Dubai

Visit us @ Lake Terrace Tower, Cluster D, JLT

Order via Zomato/Talabat app…"
8714,"@prasadch054 @ZomatoIN @Zomato Hi Prasad, never intended to ruin your Sunday brunch. 
Kindly share your order detai… https://t.co/TvhWFZxWFj"
8715,"@faasos @Help_at_Faasos
@UberEats @UberEats_IND 
@Zomato @ZomatoIN @zomatocare 
@SwiggyCares @swiggy_in 
Please kee… https://t.co/mmChJYpL0A"
8716,@zomatocare @ZomatoIN @Zomato Below are my order details @zomatocare @Zomato @ZomatoIN https://t.co/enu3OGf9t5
8717,@kartikeya__7 @UberEats @UberEats_IND Sunday just got better with Rs.150 off on foods you love! Use code BREAKFAST… https://t.co/s5d0cHNcdL
8718,@KansaraDarshan @UberEats_IND Sunday just got better with Rs.150 off on foods you love! Use code BREAKFAST on the F… https://t.co/sH9wE33ug9
8719,"Have a look at this review of Serenitea, SM City North EDSA, Bago Bantay, Quezon City, Quezon City on @Zomato — https://t.co/5gGbucwslB"
8720,@iNir3 @UberEats_IND Sunday just got better with Rs.150 off on foods you love! Use code BREAKFAST on the Foodpanda… https://t.co/rsoEwgbU5j
8721,@zomatocare @Zomato Please call me on 9999400093 .. the rider us standing with me and the order is cancelled
8722,"18hrs and no response, neither I've received the money back. 
Is your team on weekend holiday?

#poorcustomerservice #foodpanda #poorservice"
8723,Foodpanda – Get Free Food worth Rs 200 at just Rs 25-40 only (Almost all cities) https://t.co/ncWHkGMgb0
8724,Hi @ZomatoIN one of your supervisors from the Customer Support team promised me a ₹100 Zomato credit on of my order… https://t.co/7FJb9rHnAq
8725,@CBidkar @UberEats_IND Sunday just got better with Rs.150 off on foods you love! Use code BREAKFAST on the Foodpand… https://t.co/eobP6A3bU5
8726,@BehrouzBiryani is one of the best options for authentic biryani at Gurugram. Accurate delivery by @foodpanda… https://t.co/If0zbd8cuT
8727,"@SwiggyCares Sorry 4 placing  order in swiggy, btw, I prepared my food at home 4 kids. It's been an hour still orde… https://t.co/bosf04KaLO"
8728,"Foodpanda Flat 150 Off On Min 200
CODE- BREAKFAST
 👉https://t.co/bKp4k66qq0

Filter Restaurants with Crave Heroes t… https://t.co/7Yy1xEg88c"
8729,What's the delivery charge in Swiggy ?
8730,@swiggy_in why partiality swiggy? 😣😣 https://t.co/hsj6Flha57
8731,@ShipraSonal2 @UberEats_IND Sunday just got better with Rs.150 off on foods you love! Use code BREAKFAST on the Foo… https://t.co/nvTrLMtkae
8732,@yogeshd2812 @UberEats_IND Sunday just got better with Rs.150 off on foods you love! Use code BREAKFAST on the Food… https://t.co/gqIRiRNRf6
8733,Swiggy food services are pathetic. Ordered some food. They called after half n hour and asked me to cancel the orde… https://t.co/mwcAM7NbIY
8734,@karnatak_p @UberEats_IND @UberINSupport @Uber_India Sunday just got better with Rs.150 off on foods you love! Use… https://t.co/B112hKxC39
8735,#swiggy just because I have paid in advance doesn't mean you can delay my order as per your convenience. This is he… https://t.co/at5Z6tJLum
8736,@sursubh123 @UberINSupport @UberEats_IND @UberEats @UberKolkata Sunday just got better with Rs.150 off on foods you… https://t.co/WfWYoQCRtI
8737,@shagufta147 @UberEats_IND Sunday just got better with Rs.150 off on foods you love! Use code BREAKFAST on the Food… https://t.co/snXnZYhCQ5
8738,RT @swiggy_in: Get 50% off on your first Swiggy order! Use code BINGE50. No Minimum order value. Max. discount: ₹100/order. TCA.  https://t…
8739,@ramangarg @Darshan_Pai @Zomato @ZomatoIN Hahahahaa chess not checkers. I’m going to try this for the kicks.
8740,@Jainchirag302 @Paytm @Uber_India @UberEats_IND Sunday just got better with Rs.150 off on foods you love! Use code… https://t.co/BPwEqLpqti
8741,Exactly
8742,@760sasikalanj @UberEats_IND Sunday just got better with Rs.150 off on foods you love! Use code BREAKFAST on the Fo… https://t.co/ODObv7IiiD
8743,"Celebrate International Mexicano Day with Zomato Gold! 🇲🇽

Because we have some Mexcellent Restaurants on Board for… https://t.co/LPNk17Sb8J"
8744,@im_MuthuS @UberEats_IND Sunday just got better with Rs.150 off on foods you love! Use code BREAKFAST on the Foodpa… https://t.co/BIZQ4dA4LN
8745,"@KlickKlickBoom @Darshan_Pai @Zomato Just because it’s written there doesn’t make it legally valid, you know."
8746,@amitjain1415 @UberEats_IND Sunday just got better with Rs.150 off on foods you love! Use code BREAKFAST on the Foo… https://t.co/UWN5rUg2M3
8747,@JikaMarley @UberEats_IND Sunday just got better with Rs.150 off on foods you love! Use code BREAKFAST on the Foodp… https://t.co/Kkh4uIJXYC
8748,RT @Palidaskp: @vow_vow แนะนำ foodpanda อีกอันคะ ร้านไม่เยอะราคาไม่แพง ได้กินชัวร์ๆ
8749,"@foodpandaIndia 
1.52 - Customer support 
1.55 - Miss rishika has to inquire about the order 
And 
1.58 - Order can… https://t.co/q7DxRBo8w4"
8750,"Hey, join Zomato Gold and get 1+1 on food or 2+2 on drinks. Also get a 20% OFF using my referral code ITCBOY here: https://t.co/JHiWamLoOk"
8751,"@maximustaurean That's how you see it. If you buy something because of certain benefits, altering it later on is un… https://t.co/HOo6fCJgMn"
8752,"RT @Techglares: #FoodPanda Offer : 

60% Off Upto Rs.100

Code - CRAVE60

Pls let us know if it’s working.

Pls RT and Share."
8753,"RT @BestLootDeal: Today's Foodpanda Offer: use Code Breakfast for 150 off upto 200, then pay through PhonePe for additional 50 rupees off🤩…"
8754,Pathetic service and no authenticity by zomato..no responsibility from zomato towards customer..only adding more re… https://t.co/ulB9crEd59
8755,@ZomatoUAE Do not let @Zomato fool you guys in the UAE too! They made us buy #ZomatoGold in India and changed their… https://t.co/2xy8AO6qiB
8756,"RT @CNBCTV18News: #KeralaFloods: Digital companies like @Paytm, @amazon , @Zomato , @Google unleashed the power of digital for good, and us…"
8757,@31st_february @UberEats_IND Sunday just got better with Rs.150 off on foods you love! Use code BREAKFAST on the Fo… https://t.co/iq2pT7gaKk
8758,"RT @Dubai_S66: تخفيضات مطاعم دبي 😘

⬇️
تطبيقات theentertainer (دبي 2018 + المطاعم الفاخرة 2018)

⬇️
تطبيق roundmenu 

⬇️
عروض المطاعم في تط…"
8759,"@tyagialok @Zomato Hi Alok, that doesn't sound like the pleasing experience we want you to have with us.

We are ge… https://t.co/wtHyTxJW1Q"
8760,"RT @Techglares: #Zomato Offer :

50% Off Upto Rs.100

Code : FAV50 

Working for All.

Pls RT and Share."
8761,@SwiggyCares After one hour your customer chat executive says it will take another 25 to 30minutes to deliver . So… https://t.co/9oDD1bMxbM
